"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"10/07/2020","146,55","147,72","147,99","146,37","4,61B","-0,79%"
"09/07/2020","147,72","148,49","149,58","147,72","5,22B","-0,52%"
"08/07/2020","148,49","147,30","148,55","147,16","5,00B","0,81%"
"07/07/2020","147,30","147,38","148,02","146,89","5,48B","-0,05%"
"06/07/2020","147,38","146,98","147,93","146,98","4,71B","0,27%"
"03/07/2020","146,98","146,84","147,80","146,76","3,96B","0,10%"
"02/07/2020","146,84","144,47","146,84","144,43","4,06B","1,64%"
"01/07/2020","144,47","144,91","145,54","143,79","3,22B","-0,30%"
"30/06/2020","144,91","145,81","146,49","144,91","3,70B","-0,62%"
"29/06/2020","145,81","146,26","146,60","144,75","3,18B","-0,31%"
"26/06/2020","146,26","145,58","146,88","145,48","3,09B","0,47%"
"25/06/2020","145,58","147,70","147,70","145,21","3,71B","-1,43%"
"24/06/2020","147,70","146,14","148,07","146,14","4,22B","1,07%"
"23/06/2020","146,14","147,64","148,29","146,14","4,09B","-1,01%"
"22/06/2020","147,64","148,14","148,66","147,07","3,34B","-0,34%"
"19/06/2020","148,14","147,63","149,06","147,63","4,25B","0,34%"
"18/06/2020","147,63","149,60","149,77","147,63","5,24B","-1,31%"
"17/06/2020","149,60","148,96","149,87","148,64","5,08B","0,43%"
"16/06/2020","148,96","144,84","149,08","144,84","5,56B","2,84%"
"15/06/2020","144,84","145,46","147,20","144,22","4,32B","-0,42%"
"12/06/2020","145,46","146,05","146,05","141,76","5,27B","-0,40%"
"11/06/2020","146,05","147,32","147,99","144,84","4,78B","-0,87%"
"10/06/2020","147,32","150,14","150,62","146,63","6,01B","-1,88%"
"09/06/2020","150,14","150,92","153,05","150,13","8,35B","-0,51%"
"08/06/2020","150,92","148,80","152,06","148,80","10,07B","1,42%"
"05/06/2020","148,80","148,15","149,06","146,72","6,51B","0,44%"
"04/06/2020","148,15","148,65","150,40","147,75","8,45B","-0,34%"
"03/06/2020","148,65","146,68","149,15","146,68","6,99B","1,34%"
"02/06/2020","146,68","143,81","147,45","143,81","4,69B","2,00%"
"29/05/2020","143,81","142,96","144,06","142,58","7,09B","0,59%"
"28/05/2020","142,96","141,99","144,14","141,54","4,71B","0,51%"
"26/05/2020","142,24","140,27","142,56","139,77","3,92B","1,40%"
"20/05/2020","140,27","141,63","141,93","139,71","2,88B","-0,96%"
"19/05/2020","141,63","140,83","142,97","140,83","3,35B","0,57%"
"18/05/2020","140,83","140,07","140,95","139,43","2,90B","0,54%"
"15/05/2020","140,07","138,75","140,23","138,19","2,95B","0,95%"
"14/05/2020","138,75","139,73","140,29","138,05","3,29B","-0,70%"
"13/05/2020","139,73","140,89","140,89","138,60","3,17B","-0,82%"
"12/05/2020","140,89","141,93","142,52","140,33","3,23B","-0,73%"
"11/05/2020","141,93","140,74","142,93","140,74","3,42B","0,85%"
"08/05/2020","140,74","140,27","141,40","140,13","3,23B","0,33%"
"06/05/2020","140,27","141,65","141,94","139,83","3,13B","-0,97%"
"05/05/2020","141,65","140,57","142,71","140,57","3,23B","0,77%"
"04/05/2020","140,57","144,87","144,87","140,36","2,89B","-2,97%"
"30/04/2020","144,87","141,58","145,46","141,58","4,09B","2,32%"
"29/04/2020","141,58","139,61","141,60","139,26","3,02B","1,42%"
"28/04/2020","139,61","137,36","139,79","137,34","3,27B","1,64%"
"27/04/2020","137,36","136,77","138,27","136,56","2,74B","0,44%"
"24/04/2020","136,77","138,61","139,17","136,72","3,31B","-1,33%"
